ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001746059-22-000130	29	NV
0001746059-22-000130	30	NH
0001746059-22-000130	31	NJ
0001746059-22-000130	32	NM
0001746059-22-000130	33	NY
0001746059-22-000130	34	NC
0001746059-22-000130	35	ND
0001746059-22-000130	36	OH
0001746059-22-000130	37	OK
0001746059-22-000130	38	OR
0001746059-22-000130	39	PA
0001746059-22-000130	40	PR
0001746059-22-000130	41	RI
0001746059-22-000130	42	SC
0001746059-22-000130	43	SD
0001746059-22-000130	44	TN
0001746059-22-000130	45	TX
0001746059-22-000130	46	UT
0001746059-22-000130	47	VT
0001746059-22-000130	49	WA
0001746059-22-000130	51	WI
0001746059-22-000130	2	AK
0001670254-22-000272	24	MN
0001670254-22-000272	23	MI
0001670254-22-000272	26	MO
0001670254-22-000272	27	MT
0001670254-22-000272	28	NE
0001670254-22-000272	29	NV
0001670254-22-000272	30	NH
0001670254-22-000272	31	NJ
0001670254-22-000272	32	NM
0001670254-22-000272	33	NY
0001670254-22-000272	34	NC
0001670254-22-000272	35	ND
0001670254-22-000272	36	OH
0001670254-22-000272	37	OK
0001670254-22-000272	38	OR
0001670254-22-000272	39	PA
0001670254-22-000272	40	RI
0001670254-22-000272	41	SC
0001670254-22-000272	42	SD
0001670254-22-000272	43	TN
0001670254-22-000272	52	B5
0001670254-22-000272	53	GU
0001670254-22-000272	54	PR
0001670254-22-000272	55	VI
0001670254-22-000272	44	TX
0001670254-22-000272	45	UT
0001670254-22-000272	46	VT
0001670254-22-000272	47	VA
0001670254-22-000272	48	WA
0001670254-22-000272	49	WV
0001670254-22-000272	50	WI
0001670254-22-000272	51	WY
0001670254-22-000272	56	1V
0001670254-22-000272	1	AL
0001670254-22-000272	2	AK
0001670254-22-000272	3	AZ
0001670254-22-000272	4	AR
0001670254-22-000272	5	CA
0001670254-22-000272	6	CO
0001670254-22-000272	7	CT
0001670254-22-000272	8	DE
0001670254-22-000272	9	DC
0001670254-22-000272	10	FL
0001670254-22-000272	11	GA
0001670254-22-000272	12	HI
0001670254-22-000272	13	ID
0001670254-22-000272	14	IL
0001670254-22-000272	15	IN
0001670254-22-000272	16	IA
0001670254-22-000272	17	KS
0001670254-22-000272	18	KY
0001670254-22-000272	19	LA
0001670254-22-000272	20	ME
0001670254-22-000272	21	MD
0001670254-22-000272	22	MA
0001670254-22-000272	25	MS
0001669191-22-000311	16	IA
0001669191-22-000311	56	VI
0001669191-22-000311	18	KY
0001669191-22-000311	19	LA
0001669191-22-000311	20	ME
0001669191-22-000311	21	MD
0001669191-22-000311	22	MA
0001669191-22-000311	23	MI
0001669191-22-000311	36	OH
0001669191-22-000311	37	OK
0001669191-22-000311	38	OR
0001669191-22-000311	39	PA
0001669191-22-000311	40	RI
0001669191-22-000311	41	SC
0001669191-22-000311	42	SD
0001669191-22-000311	43	TN
0001669191-22-000311	14	IL
0001669191-22-000311	15	IN
0001669191-22-000311	24	MN
0001669191-22-000311	25	MS
0001669191-22-000311	26	MO
0001669191-22-000311	27	MT
0001669191-22-000311	28	NE
0001669191-22-000311	29	NV
0001669191-22-000311	30	NH
0001669191-22-000311	31	NJ
0001669191-22-000311	32	NM
0001669191-22-000311	33	NY
0001669191-22-000311	34	NC
0001669191-22-000311	35	ND
0001669191-22-000311	1	AL
0001669191-22-000311	2	AK
0001669191-22-000311	3	AZ
0001669191-22-000311	4	AR
0001669191-22-000311	5	CA
0001669191-22-000311	6	CO
0001669191-22-000311	7	CT
0001669191-22-000311	8	DE
0001669191-22-000311	9	DC
0001669191-22-000311	10	FL
0001669191-22-000311	11	GA
0001669191-22-000311	12	HI
0001669191-22-000311	13	ID
0001669191-22-000311	44	TX
0001669191-22-000311	45	UT
0001669191-22-000311	46	VT
0001669191-22-000311	47	VA
0001669191-22-000311	48	WA
0001669191-22-000311	49	WV
0001669191-22-000311	50	WI
0001669191-22-000311	51	WY
0001669191-22-000311	52	B5
0001669191-22-000311	53	GU
0001669191-22-000311	54	1V
0001669191-22-000311	55	PR
0001669191-22-000311	17	KS
0001669191-22-000310	15	IN
0001669191-22-000310	16	IA
0001669191-22-000310	17	KS
0001669191-22-000310	18	KY
0001669191-22-000310	19	LA
0001669191-22-000310	20	ME
0001669191-22-000310	21	MD
0001669191-22-000310	22	MA
0001669191-22-000310	23	MI
0001669191-22-000310	24	MN
0001669191-22-000310	25	MS
0001669191-22-000310	26	MO
0001669191-22-000310	27	MT
0001669191-22-000310	28	NE
0001669191-22-000310	29	NV
0001669191-22-000310	30	NH
0001669191-22-000310	31	NJ
0001669191-22-000310	32	NM
0001669191-22-000310	33	NY
0001669191-22-000310	34	NC
0001669191-22-000310	35	ND
0001669191-22-000310	36	OH
0001669191-22-000310	37	OK
0001669191-22-000310	38	OR
0001669191-22-000310	39	PA
0001669191-22-000310	40	RI
0001669191-22-000310	41	SC
0001669191-22-000310	42	SD
0001669191-22-000310	43	TN
0001669191-22-000310	44	TX
0001669191-22-000310	45	UT
0001669191-22-000310	46	VT
0001669191-22-000310	47	VA
0001669191-22-000310	48	WA
0001669191-22-000310	49	WV
0001669191-22-000310	50	WI
0001669191-22-000310	51	WY
0001669191-22-000310	52	B5
0001669191-22-000310	53	GU
0001669191-22-000310	54	1V
0001669191-22-000310	55	PR
0001669191-22-000310	56	VI
0001669191-22-000310	1	AL
0001669191-22-000310	2	AK
0001669191-22-000310	3	AZ
0001669191-22-000310	4	AR
0001669191-22-000310	5	CA
0001669191-22-000310	6	CO
0001669191-22-000310	7	CT
0001669191-22-000310	8	DE
0001669191-22-000310	9	DC
0001669191-22-000310	10	FL
0001669191-22-000310	11	GA
0001669191-22-000310	12	HI
0001669191-22-000310	13	ID
0001669191-22-000310	14	IL
0001669191-22-000307	7	CT
0001669191-22-000307	4	AR
0001669191-22-000307	9	DC
0001669191-22-000307	10	FL
0001669191-22-000307	11	GA
0001669191-22-000307	12	HI
0001669191-22-000307	13	ID
0001669191-22-000307	14	IL
0001669191-22-000307	15	IN
0001669191-22-000307	16	IA
0001669191-22-000307	17	KS
0001669191-22-000307	18	KY
0001669191-22-000307	19	LA
0001669191-22-000307	20	ME
0001669191-22-000307	21	MD
0001669191-22-000307	22	MA
0001669191-22-000307	23	MI
0001669191-22-000307	24	MN
0001669191-22-000307	25	MS
0001669191-22-000307	26	MO
0001669191-22-000307	27	MT
0001669191-22-000307	28	NE
0001669191-22-000307	29	NV
0001669191-22-000307	30	NH
0001669191-22-000307	31	NJ
0001669191-22-000307	32	NM
0001669191-22-000307	33	NY
0001669191-22-000307	34	NC
0001669191-22-000307	35	ND
0001669191-22-000307	36	OH
0001669191-22-000307	37	OK
0001669191-22-000307	38	OR
0001669191-22-000307	39	PA
0001669191-22-000307	40	RI
0001669191-22-000307	41	SC
0001669191-22-000307	42	SD
0001669191-22-000307	43	TN
0001669191-22-000307	44	TX
0001669191-22-000307	45	UT
0001669191-22-000307	46	VT
0001669191-22-000307	47	VA
0001669191-22-000307	48	WA
0001669191-22-000307	49	WV
0001669191-22-000307	50	WI
0001669191-22-000307	51	WY
0001669191-22-000307	52	B5
0001669191-22-000307	5	CA
0001669191-22-000307	6	CO
0001669191-22-000307	53	GU
0001669191-22-000307	54	1V
0001669191-22-000307	55	PR
0001669191-22-000307	56	VI
0001669191-22-000307	1	AL
0001669191-22-000307	2	AK
0001669191-22-000307	3	AZ
0001669191-22-000307	8	DE
0001669191-22-000306	33	NY
0001669191-22-000306	34	NC
0001669191-22-000306	35	ND
0001669191-22-000306	36	OH
0001669191-22-000306	37	OK
0001669191-22-000306	38	OR
0001669191-22-000306	39	PA
0001669191-22-000306	40	RI
0001669191-22-000306	41	SC
0001669191-22-000306	42	SD
0001669191-22-000306	43	TN
0001669191-22-000306	44	TX
0001669191-22-000306	45	UT
0001669191-22-000306	46	VT
0001669191-22-000306	47	VA
0001669191-22-000306	48	WA
0001669191-22-000306	49	WV
0001669191-22-000306	50	WI
0001669191-22-000306	51	WY
0001669191-22-000306	52	B5
0001669191-22-000306	53	GU
0001669191-22-000306	54	1V
0001669191-22-000306	55	PR
0001669191-22-000306	56	VI
0001669191-22-000306	23	MI
0001669191-22-000306	24	MN
0001669191-22-000306	25	MS
0001669191-22-000306	26	MO
0001669191-22-000306	27	MT
0001669191-22-000306	28	NE
0001669191-22-000306	1	AL
0001669191-22-000306	2	AK
0001669191-22-000306	3	AZ
0001669191-22-000306	4	AR
0001669191-22-000306	5	CA
0001669191-22-000306	6	CO
0001669191-22-000306	7	CT
0001669191-22-000306	8	DE
0001669191-22-000306	29	NV
0001669191-22-000306	30	NH
0001669191-22-000306	31	NJ
0001669191-22-000306	32	NM
0001669191-22-000306	9	DC
0001669191-22-000306	10	FL
0001669191-22-000306	11	GA
0001669191-22-000306	12	HI
0001669191-22-000306	13	ID
0001669191-22-000306	14	IL
0001669191-22-000306	15	IN
0001669191-22-000306	16	IA
0001669191-22-000306	17	KS
0001669191-22-000306	18	KY
0001669191-22-000306	19	LA
0001669191-22-000306	20	ME
0001669191-22-000306	21	MD
0001669191-22-000306	22	MA
0001665160-22-000593	29	NV
0001665160-22-000593	52	WY
0001665160-22-000593	31	NJ
0001665160-22-000593	32	NM
0001665160-22-000593	33	NY
0001665160-22-000593	34	NC
0001665160-22-000593	35	ND
0001665160-22-000593	36	OH
0001665160-22-000593	1	AL
0001665160-22-000593	2	AK
0001665160-22-000593	3	AZ
0001665160-22-000593	4	AR
0001665160-22-000593	5	CA
0001665160-22-000593	6	CO
0001665160-22-000593	7	CT
0001665160-22-000593	8	DC
0001665160-22-000593	9	DE
0001665160-22-000593	10	FL
0001665160-22-000593	11	GA
0001665160-22-000593	12	HI
0001665160-22-000593	13	ID
0001665160-22-000593	14	IL
0001665160-22-000593	15	IN
0001665160-22-000593	16	IA
0001665160-22-000593	17	KS
0001665160-22-000593	18	KY
0001665160-22-000593	19	LA
0001665160-22-000593	20	ME
0001665160-22-000593	21	MD
0001665160-22-000593	22	MA
0001665160-22-000593	23	MI
0001665160-22-000593	24	MN
0001665160-22-000593	25	MS
0001665160-22-000593	26	MO
0001665160-22-000593	27	MT
0001665160-22-000593	28	NE
0001665160-22-000593	37	OK
0001665160-22-000593	38	OR
0001665160-22-000593	39	PA
0001665160-22-000593	40	PR
0001665160-22-000593	41	RI
0001665160-22-000593	42	SC
0001665160-22-000593	43	SD
0001665160-22-000593	44	TN
0001665160-22-000593	45	TX
0001665160-22-000593	46	UT
0001665160-22-000593	47	VT
0001665160-22-000593	48	VA
0001665160-22-000593	49	WA
0001665160-22-000593	50	WV
0001665160-22-000593	51	WI
0001665160-22-000593	30	NH
0001815955-22-000001	25	MS
0001815955-22-000001	26	MO
0001815955-22-000001	27	MT
0001815955-22-000001	28	NE
0001815955-22-000001	29	NV
0001815955-22-000001	30	NH
0001815955-22-000001	31	NJ
0001815955-22-000001	32	NM
0001815955-22-000001	33	NY
0001815955-22-000001	34	NC
0001815955-22-000001	35	ND
0001815955-22-000001	36	OH
0001815955-22-000001	37	OK
0001815955-22-000001	38	OR
0001815955-22-000001	39	PA
0001815955-22-000001	40	PR
0001815955-22-000001	41	RI
0001815955-22-000001	42	SC
0001815955-22-000001	43	SD
0001815955-22-000001	44	TN
0001815955-22-000001	1	AL
0001815955-22-000001	2	AK
0001815955-22-000001	3	AZ
0001815955-22-000001	4	AR
0001815955-22-000001	5	CA
0001815955-22-000001	6	CO
0001815955-22-000001	7	CT
0001815955-22-000001	8	DE
0001815955-22-000001	9	DC
0001815955-22-000001	10	FL
0001815955-22-000001	11	GA
0001815955-22-000001	12	HI
0001815955-22-000001	13	ID
0001815955-22-000001	14	IL
0001815955-22-000001	15	IN
0001815955-22-000001	16	IA
0001815955-22-000001	17	KS
0001815955-22-000001	18	KY
0001815955-22-000001	19	LA
0001815955-22-000001	20	ME
0001815955-22-000001	21	MD
0001815955-22-000001	22	MA
0001815955-22-000001	23	MI
0001815955-22-000001	24	MN
0001815955-22-000001	45	TX
0001815955-22-000001	46	UT
0001815955-22-000001	47	VT
0001815955-22-000001	48	VA
0001815955-22-000001	49	WA
0001815955-22-000001	50	WV
0001815955-22-000001	51	WI
0001815955-22-000001	52	WY
0001815955-22-000001	53	A0
0001815955-22-000001	54	A1
0001815955-22-000001	55	A2
0001815955-22-000001	56	A3
0001815955-22-000001	57	A4
0001815955-22-000001	58	A5
0001815955-22-000001	59	A6
0001815955-22-000001	60	A7
0001815955-22-000001	61	A8
0001815955-22-000001	62	A9
0001815955-22-000001	63	B0
0001815955-22-000001	64	Z4
0001890178-22-000002	25	MN
0001890178-22-000002	24	MI
0001890178-22-000002	27	MO
0001890178-22-000002	28	MT
0001890178-22-000002	29	NE
0001890178-22-000002	30	NV
0001890178-22-000002	31	NH
0001890178-22-000002	32	NJ
0001890178-22-000002	33	NM
0001890178-22-000002	34	NY
0001890178-22-000002	35	NC
0001890178-22-000002	36	ND
0001890178-22-000002	37	OH
0001890178-22-000002	38	OK
0001890178-22-000002	39	OR
0001890178-22-000002	40	PA
0001890178-22-000002	41	PR
0001890178-22-000002	42	RI
0001890178-22-000002	43	SC
0001890178-22-000002	44	SD
0001890178-22-000002	45	TN
0001890178-22-000002	46	TX
0001890178-22-000002	47	UT
0001890178-22-000002	48	VT
0001890178-22-000002	49	VI
0001890178-22-000002	50	VA
0001890178-22-000002	51	WA
0001890178-22-000002	52	WV
0001890178-22-000002	53	WI
0001890178-22-000002	54	WY
0001890178-22-000002	55	B5
0001890178-22-000002	56	1V
0001890178-22-000002	1	AL
0001890178-22-000002	2	AK
0001890178-22-000002	3	AZ
0001890178-22-000002	4	AR
0001890178-22-000002	5	CA
0001890178-22-000002	6	CO
0001890178-22-000002	7	CT
0001890178-22-000002	8	DE
0001890178-22-000002	9	DC
0001890178-22-000002	10	FL
0001890178-22-000002	11	GA
0001890178-22-000002	12	GU
0001890178-22-000002	13	HI
0001890178-22-000002	14	ID
0001890178-22-000002	15	IL
0001890178-22-000002	16	IN
0001890178-22-000002	17	IA
0001890178-22-000002	18	KS
0001890178-22-000002	19	KY
0001890178-22-000002	20	LA
0001890178-22-000002	21	ME
0001890178-22-000002	22	MD
0001890178-22-000002	23	MA
0001890178-22-000002	26	MS
0001831180-22-000001	9	DC
0001831180-22-000001	10	FL
0001831180-22-000001	11	GA
0001831180-22-000001	12	HI
0001831180-22-000001	13	ID
0001831180-22-000001	14	IL
0001831180-22-000001	15	IN
0001831180-22-000001	16	IA
0001831180-22-000001	17	KS
0001831180-22-000001	18	KY
0001831180-22-000001	19	LA
0001831180-22-000001	20	ME
0001831180-22-000001	21	MD
0001831180-22-000001	22	MA
0001831180-22-000001	23	MI
0001831180-22-000001	24	MN
0001831180-22-000001	25	MS
0001831180-22-000001	26	MO
0001831180-22-000001	27	MT
0001831180-22-000001	28	NE
0001831180-22-000001	29	NV
0001831180-22-000001	30	NH
0001831180-22-000001	31	NJ
0001831180-22-000001	32	NM
0001831180-22-000001	33	NY
0001831180-22-000001	34	NC
0001831180-22-000001	35	ND
0001831180-22-000001	36	OH
0001831180-22-000001	37	OK
0001831180-22-000001	38	OR
0001831180-22-000001	39	PA
0001831180-22-000001	40	PR
0001831180-22-000001	41	RI
0001831180-22-000001	42	SC
0001831180-22-000001	43	SD
0001831180-22-000001	44	TN
0001831180-22-000001	45	TX
0001831180-22-000001	46	UT
0001831180-22-000001	47	VT
0001831180-22-000001	48	VA
0001831180-22-000001	49	WA
0001831180-22-000001	50	WV
0001831180-22-000001	51	WI
0001831180-22-000001	52	WY
0001831180-22-000001	1	AL
0001831180-22-000001	2	AK
0001831180-22-000001	3	AZ
0001831180-22-000001	4	AR
0001831180-22-000001	5	CA
0001831180-22-000001	6	CO
0001831180-22-000001	7	CT
0001831180-22-000001	8	DE
0001901875-22-000002	1	AL
0001901875-22-000002	2	AK
0001901875-22-000002	3	AZ
0001901875-22-000002	4	AR
0001901875-22-000002	5	CA
0001901875-22-000002	6	CO
0001901875-22-000002	7	CT
0001901875-22-000002	8	DE
0001901875-22-000002	9	DC
0001901875-22-000002	10	FL
0001901875-22-000002	11	GA
0001901875-22-000002	12	HI
0001901875-22-000002	13	ID
0001901875-22-000002	14	IL
0001901875-22-000002	15	IN
0001901875-22-000002	16	IA
0001901875-22-000002	17	KS
0001901875-22-000002	18	KY
0001901875-22-000002	19	LA
0001901875-22-000002	20	ME
0001901875-22-000002	21	MD
0001901875-22-000002	22	MA
0001901875-22-000002	23	MI
0001901875-22-000002	24	MN
0001901875-22-000002	25	MS
0001901875-22-000002	26	MO
0001901875-22-000002	27	MT
0001901875-22-000002	28	NE
0001901875-22-000002	29	NV
0001901875-22-000002	30	NH
0001901875-22-000002	31	NJ
0001901875-22-000002	32	NM
0001901875-22-000002	33	NY
0001901875-22-000002	34	NC
0001901875-22-000002	35	ND
0001901875-22-000002	36	OH
0001901875-22-000002	37	OK
0001901875-22-000002	38	OR
0001901875-22-000002	39	PA
0001901875-22-000002	40	PR
0001901875-22-000002	41	RI
0001901875-22-000002	42	SC
0001901875-22-000002	43	SD
0001901875-22-000002	44	TN
0001901875-22-000002	45	TX
0001901875-22-000002	46	UT
0001901875-22-000002	47	VT
0001901875-22-000002	48	VA
0001901875-22-000002	49	WA
