ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001893044-22-000004	36	OH
0001893044-22-000004	37	OK
0001893044-22-000004	38	OR
0001893044-22-000004	39	PA
0001893044-22-000004	40	PR
0001893044-22-000004	41	RI
0001893044-22-000004	42	SC
0001893044-22-000004	43	SD
0001893044-22-000004	44	TN
0001893044-22-000004	45	TX
0001893044-22-000004	46	UT
0001893044-22-000004	47	VT
0001893044-22-000004	48	VA
0001893044-22-000004	49	WA
0001893044-22-000004	50	WV
0001893044-22-000004	51	WI
0001893044-22-000004	52	WY
0001893044-22-000004	53	A0
0001893044-22-000004	54	A1
0001893044-22-000004	55	A2
0001893044-22-000004	56	A3
0001893044-22-000004	57	A4
0001893044-22-000004	58	A5
0001893044-22-000004	59	A6
0001893044-22-000004	60	A7
0001893044-22-000004	61	A8
0001893044-22-000004	62	A9
0001893044-22-000004	63	B0
0001893044-22-000004	64	Z4
0001893044-22-000004	1	AL
0001893044-22-000004	2	AK
0001893044-22-000004	3	AZ
0001893044-22-000004	4	AR
0001893044-22-000004	5	CA
0001893044-22-000004	6	CO
0001893044-22-000004	7	CT
0001893044-22-000004	8	DE
0001893044-22-000004	9	DC
0001893044-22-000004	10	FL
0001893044-22-000004	11	GA
0001893044-22-000004	12	HI
0001893044-22-000004	15	IN
0001665160-22-001957	21	MD
0001665160-22-001957	22	MA
0001665160-22-001957	23	MI
0001665160-22-001957	24	MN
0001665160-22-001957	25	MS
0001665160-22-001957	26	MO
0001665160-22-001957	27	MT
0001665160-22-001957	28	NE
0001665160-22-001957	29	NV
0001665160-22-001957	30	NH
0001665160-22-001957	31	NJ
0001665160-22-001957	32	NM
0001665160-22-001957	33	NY
0001665160-22-001957	34	NC
0001665160-22-001957	35	ND
0001665160-22-001957	36	OH
0001665160-22-001957	37	OK
0001665160-22-001957	38	OR
0001665160-22-001957	39	PA
0001665160-22-001957	40	PR
0001665160-22-001957	41	RI
0001665160-22-001957	42	SC
0001665160-22-001957	43	SD
0001665160-22-001957	44	TN
0001665160-22-001957	45	TX
0001665160-22-001957	46	UT
0001665160-22-001957	47	VT
0001665160-22-001957	48	VA
0001665160-22-001957	49	WA
0001665160-22-001957	50	WV
0001665160-22-001957	51	WI
0001665160-22-001957	52	WY
0001665160-22-001957	1	AL
0001665160-22-001957	2	AK
0001665160-22-001957	3	AZ
0001665160-22-001957	4	AR
0001665160-22-001957	5	CA
0001665160-22-001957	6	CO
0001665160-22-001957	7	CT
0001665160-22-001957	8	DC
0001665160-22-001957	9	DE
0001665160-22-001957	10	FL
0001665160-22-001957	11	GA
0001665160-22-001957	12	HI
0001665160-22-001957	13	ID
0001665160-22-001957	14	IL
0001665160-22-001957	15	IN
0001665160-22-001957	16	IA
0001665160-22-001957	17	KS
0001665160-22-001957	18	KY
0001665160-22-001957	19	LA
0001665160-22-001957	20	ME
0001665160-22-001955	9	DE
0001665160-22-001955	8	DC
0001665160-22-001955	11	GA
0001665160-22-001955	12	HI
0001665160-22-001955	13	ID
0001665160-22-001955	14	IL
0001665160-22-001955	15	IN
0001665160-22-001955	16	IA
0001665160-22-001955	17	KS
0001665160-22-001955	18	KY
0001665160-22-001955	19	LA
0001665160-22-001955	20	ME
0001665160-22-001955	21	MD
0001665160-22-001955	22	MA
0001665160-22-001955	23	MI
0001665160-22-001955	24	MN
0001665160-22-001955	25	MS
0001665160-22-001955	26	MO
0001665160-22-001955	27	MT
0001665160-22-001955	28	NE
0001665160-22-001955	29	NV
0001665160-22-001955	30	NH
0001665160-22-001955	31	NJ
0001665160-22-001955	32	NM
0001665160-22-001955	33	NY
0001665160-22-001955	34	NC
0001665160-22-001955	35	ND
0001665160-22-001955	36	OH
0001665160-22-001955	37	OK
0001665160-22-001955	38	OR
0001665160-22-001955	39	PA
0001665160-22-001955	40	PR
0001665160-22-001955	41	RI
0001665160-22-001955	42	SC
0001665160-22-001955	43	SD
0001665160-22-001955	44	TN
0001665160-22-001955	45	TX
0001665160-22-001955	46	UT
0001665160-22-001955	47	VT
0001665160-22-001955	48	VA
0001665160-22-001955	49	WA
0001665160-22-001955	50	WV
0001665160-22-001955	51	WI
0001665160-22-001955	52	WY
0001665160-22-001955	1	AL
0001665160-22-001955	2	AK
0001665160-22-001955	3	AZ
0001665160-22-001955	4	AR
0001665160-22-001955	5	CA
0001665160-22-001955	6	CO
0001665160-22-001955	7	CT
0001665160-22-001955	10	FL
0001669191-22-000689	40	RI
0001669191-22-000689	56	VI
0001669191-22-000689	42	SD
0001669191-22-000689	43	TN
0001669191-22-000689	44	TX
0001669191-22-000689	1	AL
0001669191-22-000689	2	AK
0001669191-22-000689	3	AZ
0001669191-22-000689	4	AR
0001669191-22-000689	5	CA
0001669191-22-000689	6	CO
0001669191-22-000689	7	CT
0001669191-22-000689	8	DE
0001669191-22-000689	9	DC
0001669191-22-000689	10	FL
0001669191-22-000689	11	GA
0001669191-22-000689	12	HI
0001669191-22-000689	13	ID
0001669191-22-000689	14	IL
0001669191-22-000689	15	IN
0001669191-22-000689	16	IA
0001669191-22-000689	17	KS
0001669191-22-000689	18	KY
0001669191-22-000689	19	LA
0001669191-22-000689	20	ME
0001669191-22-000689	21	MD
0001669191-22-000689	22	MA
0001669191-22-000689	23	MI
0001669191-22-000689	24	MN
0001669191-22-000689	25	MS
0001669191-22-000689	26	MO
0001669191-22-000689	27	MT
0001669191-22-000689	28	NE
0001669191-22-000689	29	NV
0001669191-22-000689	30	NH
0001669191-22-000689	31	NJ
0001669191-22-000689	32	NM
0001669191-22-000689	33	NY
0001669191-22-000689	34	NC
0001669191-22-000689	35	ND
0001669191-22-000689	36	OH
0001669191-22-000689	37	OK
0001669191-22-000689	38	OR
0001669191-22-000689	39	PA
0001669191-22-000689	45	UT
0001669191-22-000689	46	VT
0001669191-22-000689	47	VA
0001669191-22-000689	48	WA
0001669191-22-000689	49	WV
0001669191-22-000689	50	WI
0001669191-22-000689	51	WY
0001669191-22-000689	52	B5
0001669191-22-000689	53	GU
0001669191-22-000689	54	1V
0001669191-22-000689	55	PR
0001669191-22-000689	41	SC
0001746059-22-000253	18	KY
0001746059-22-000253	19	LA
0001746059-22-000253	20	ME
0001746059-22-000253	21	MD
0001746059-22-000253	22	MA
0001746059-22-000253	23	MI
0001746059-22-000253	24	MN
0001746059-22-000253	25	MS
0001746059-22-000253	26	MO
0001746059-22-000253	27	MT
0001746059-22-000253	28	NE
0001746059-22-000253	29	NV
0001746059-22-000253	30	NH
0001746059-22-000253	31	NJ
0001746059-22-000253	32	NM
0001746059-22-000253	33	NY
0001746059-22-000253	34	NC
0001746059-22-000253	35	ND
0001746059-22-000253	36	OH
0001746059-22-000253	37	OK
0001746059-22-000253	38	OR
0001746059-22-000253	39	PA
0001746059-22-000253	40	PR
0001746059-22-000253	41	RI
0001746059-22-000253	42	SC
0001746059-22-000253	43	SD
0001746059-22-000253	44	TN
0001746059-22-000253	45	TX
0001746059-22-000253	46	UT
0001746059-22-000253	47	VT
0001746059-22-000253	48	VA
0001746059-22-000253	49	WA
0001746059-22-000253	50	WV
0001746059-22-000253	51	WI
0001746059-22-000253	52	WY
0001746059-22-000253	1	AL
0001746059-22-000253	2	AK
0001746059-22-000253	3	AZ
0001746059-22-000253	4	AR
0001746059-22-000253	5	CA
0001746059-22-000253	6	CO
0001746059-22-000253	7	CT
0001746059-22-000253	8	DE
0001746059-22-000253	9	DC
0001746059-22-000253	10	FL
0001746059-22-000253	11	GA
0001746059-22-000253	12	HI
0001746059-22-000253	13	ID
0001746059-22-000253	14	IL
0001746059-22-000253	15	IN
0001746059-22-000253	16	IA
0001746059-22-000253	17	KS
0001932355-22-000001	28	NE
0001932355-22-000001	52	WY
0001932355-22-000001	30	NH
0001932355-22-000001	31	NJ
0001932355-22-000001	32	NM
0001932355-22-000001	1	AL
0001932355-22-000001	2	AK
0001932355-22-000001	3	AZ
0001932355-22-000001	4	AR
0001932355-22-000001	5	CA
0001932355-22-000001	6	CO
0001932355-22-000001	7	CT
0001932355-22-000001	8	DE
0001932355-22-000001	9	DC
0001932355-22-000001	10	FL
0001932355-22-000001	11	GA
0001932355-22-000001	12	HI
0001932355-22-000001	13	ID
0001932355-22-000001	14	IL
0001932355-22-000001	15	IN
0001932355-22-000001	16	IA
0001932355-22-000001	17	KS
0001932355-22-000001	18	KY
0001932355-22-000001	19	LA
0001932355-22-000001	20	ME
0001932355-22-000001	21	MD
0001932355-22-000001	22	MA
0001932355-22-000001	23	MI
0001932355-22-000001	24	MN
0001932355-22-000001	25	MS
0001932355-22-000001	26	MO
0001932355-22-000001	27	MT
0001932355-22-000001	33	NY
0001932355-22-000001	34	NC
0001932355-22-000001	35	ND
0001932355-22-000001	36	OH
0001932355-22-000001	37	OK
0001932355-22-000001	38	OR
0001932355-22-000001	39	PA
0001932355-22-000001	40	PR
0001932355-22-000001	41	RI
0001932355-22-000001	42	SC
0001932355-22-000001	43	SD
0001932355-22-000001	44	TN
0001932355-22-000001	45	TX
0001932355-22-000001	46	UT
0001932355-22-000001	47	VT
0001932355-22-000001	48	VA
0001932355-22-000001	49	WA
0001932355-22-000001	50	WV
0001932355-22-000001	51	WI
0001932355-22-000001	29	NV
0001665160-22-001952	3	AZ
0001665160-22-001952	34	NC
0001665160-22-001952	5	CA
0001665160-22-001952	6	CO
0001665160-22-001952	7	CT
0001665160-22-001952	35	ND
0001665160-22-001952	36	OH
0001665160-22-001952	37	OK
0001665160-22-001952	38	OR
0001665160-22-001952	39	PA
0001665160-22-001952	40	PR
0001665160-22-001952	41	RI
0001665160-22-001952	42	SC
0001665160-22-001952	43	SD
0001665160-22-001952	44	TN
0001665160-22-001952	45	TX
0001665160-22-001952	46	UT
0001665160-22-001952	47	VT
0001665160-22-001952	48	VA
0001665160-22-001952	49	WA
0001665160-22-001952	50	WV
0001665160-22-001952	51	WI
0001665160-22-001952	52	WY
0001665160-22-001952	1	AL
0001665160-22-001952	2	AK
0001665160-22-001952	8	DE
0001665160-22-001952	9	DC
0001665160-22-001952	10	FL
0001665160-22-001952	11	GA
0001665160-22-001952	12	HI
0001665160-22-001952	13	ID
0001665160-22-001952	14	IL
0001665160-22-001952	15	IN
0001665160-22-001952	16	IA
0001665160-22-001952	17	KS
0001665160-22-001952	18	KY
0001665160-22-001952	19	LA
0001665160-22-001952	20	ME
0001665160-22-001952	21	MD
0001665160-22-001952	22	MA
0001665160-22-001952	23	MI
0001665160-22-001952	24	MN
0001665160-22-001952	25	MS
0001665160-22-001952	26	MO
0001665160-22-001952	27	MT
0001665160-22-001952	28	NE
0001665160-22-001952	29	NV
0001665160-22-001952	30	NH
0001665160-22-001952	31	NJ
0001665160-22-001952	32	NM
0001665160-22-001952	33	NY
0001665160-22-001952	4	AR
0001665160-22-001951	48	VA
0001665160-22-001951	47	VT
0001665160-22-001951	50	WV
0001665160-22-001951	51	WI
0001665160-22-001951	52	WY
0001665160-22-001951	16	IA
0001665160-22-001951	17	KS
0001665160-22-001951	18	KY
0001665160-22-001951	19	LA
0001665160-22-001951	20	ME
0001665160-22-001951	9	DC
0001665160-22-001951	1	AL
0001665160-22-001951	2	AK
0001665160-22-001951	3	AZ
0001665160-22-001951	4	AR
0001665160-22-001951	5	CA
0001665160-22-001951	6	CO
0001665160-22-001951	7	CT
0001665160-22-001951	8	DE
0001665160-22-001951	10	FL
0001665160-22-001951	11	GA
0001665160-22-001951	12	HI
0001665160-22-001951	13	ID
0001665160-22-001951	14	IL
0001665160-22-001951	15	IN
0001665160-22-001951	21	MD
0001665160-22-001951	22	MA
0001665160-22-001951	23	MI
0001665160-22-001951	24	MN
0001665160-22-001951	25	MS
0001665160-22-001951	26	MO
0001665160-22-001951	27	MT
0001665160-22-001951	28	NE
0001665160-22-001951	29	NV
0001665160-22-001951	30	NH
0001665160-22-001951	31	NJ
0001665160-22-001951	32	NM
0001665160-22-001951	33	NY
0001665160-22-001951	34	NC
0001665160-22-001951	35	ND
0001665160-22-001951	36	OH
0001665160-22-001951	37	OK
0001665160-22-001951	38	OR
0001665160-22-001951	39	PA
0001665160-22-001951	40	PR
0001665160-22-001951	41	RI
0001665160-22-001951	42	SC
0001665160-22-001951	43	SD
0001665160-22-001951	44	TN
0001665160-22-001951	45	TX
0001665160-22-001951	46	UT
0001665160-22-001951	49	WA
0001665160-22-001950	43	SD
0001665160-22-001950	44	TN
0001665160-22-001950	45	TX
0001665160-22-001950	46	UT
0001665160-22-001950	47	VT
0001665160-22-001950	1	AL
0001665160-22-001950	2	AK
0001665160-22-001950	3	AZ
0001665160-22-001950	4	AR
0001665160-22-001950	5	CA
0001665160-22-001950	6	CO
0001665160-22-001950	7	CT
0001665160-22-001950	8	DE
0001665160-22-001950	9	DC
0001665160-22-001950	10	FL
0001665160-22-001950	11	GA
0001665160-22-001950	12	HI
0001665160-22-001950	13	ID
0001665160-22-001950	14	IL
0001665160-22-001950	15	IN
0001665160-22-001950	16	IA
0001665160-22-001950	17	KS
0001665160-22-001950	18	KY
0001665160-22-001950	19	LA
0001665160-22-001950	20	ME
0001665160-22-001950	21	MD
0001665160-22-001950	22	MA
0001665160-22-001950	23	MI
0001665160-22-001950	24	MN
0001665160-22-001950	25	MS
0001665160-22-001950	26	MO
0001665160-22-001950	27	MT
0001665160-22-001950	28	NE
0001665160-22-001950	29	NV
0001665160-22-001950	30	NH
0001665160-22-001950	31	NJ
0001665160-22-001950	32	NM
0001665160-22-001950	33	NY
0001665160-22-001950	34	NC
0001665160-22-001950	35	ND
0001665160-22-001950	36	OH
0001665160-22-001950	37	OK
0001665160-22-001950	38	OR
0001665160-22-001950	39	PA
0001665160-22-001950	40	PR
0001665160-22-001950	41	RI
0001665160-22-001950	42	SC
0001665160-22-001950	48	VA
0001665160-22-001950	49	WA
0001665160-22-001950	50	WV
0001665160-22-001950	51	WI
0001665160-22-001950	52	WY
0001665160-22-001949	18	KY
0001665160-22-001949	17	KS
0001665160-22-001949	20	ME
0001665160-22-001949	21	MD
0001665160-22-001949	22	MA
0001665160-22-001949	23	MI
0001665160-22-001949	24	MN
0001665160-22-001949	25	MS
0001665160-22-001949	26	MO
0001665160-22-001949	27	MT
0001665160-22-001949	28	NE
0001665160-22-001949	29	NV
0001665160-22-001949	30	NH
0001665160-22-001949	31	NJ
0001665160-22-001949	32	NM
0001665160-22-001949	33	NY
0001665160-22-001949	34	NC
0001665160-22-001949	35	ND
0001665160-22-001949	36	OH
0001665160-22-001949	37	OK
0001665160-22-001949	38	OR
0001665160-22-001949	39	PA
0001665160-22-001949	40	PR
0001665160-22-001949	41	RI
0001665160-22-001949	42	SC
0001665160-22-001949	43	SD
0001665160-22-001949	44	TN
0001665160-22-001949	45	TX
0001665160-22-001949	46	UT
0001665160-22-001949	47	VT
0001665160-22-001949	48	VA
0001665160-22-001949	49	WA
0001665160-22-001949	50	WV
0001665160-22-001949	51	WI
0001665160-22-001949	52	WY
0001665160-22-001949	1	AL
0001665160-22-001949	2	AK
0001665160-22-001949	3	AZ
0001665160-22-001949	4	AR
0001665160-22-001949	5	CA
0001665160-22-001949	6	CO
0001665160-22-001949	7	CT
0001665160-22-001949	8	DE
0001665160-22-001949	9	DC
0001665160-22-001949	10	FL
0001665160-22-001949	11	GA
0001665160-22-001949	12	HI
0001665160-22-001949	13	ID
0001665160-22-001949	14	IL
0001665160-22-001949	15	IN
0001665160-22-001949	16	IA
0001665160-22-001949	19	LA
0001665160-22-001948	1	AL
0001665160-22-001948	52	WY
0001665160-22-001948	3	AZ
0001665160-22-001948	4	AR
0001665160-22-001948	28	NE
0001665160-22-001948	29	NV
0001665160-22-001948	30	NH
0001665160-22-001948	5	CA
0001665160-22-001948	6	CO
0001665160-22-001948	7	CT
0001665160-22-001948	8	DE
0001665160-22-001948	9	DC
0001665160-22-001948	10	FL
0001665160-22-001948	11	GA
0001665160-22-001948	12	HI
0001665160-22-001948	13	ID
0001665160-22-001948	14	IL
0001665160-22-001948	15	IN
0001665160-22-001948	16	IA
0001665160-22-001948	17	KS
0001665160-22-001948	18	KY
0001665160-22-001948	19	LA
0001665160-22-001948	20	ME
0001665160-22-001948	21	MD
0001665160-22-001948	22	MA
0001665160-22-001948	23	MI
0001665160-22-001948	24	MN
0001665160-22-001948	25	MS
0001665160-22-001948	26	MO
0001665160-22-001948	27	MT
0001665160-22-001948	31	NJ
0001665160-22-001948	32	NM
0001665160-22-001948	33	NY
0001665160-22-001948	34	NC
0001665160-22-001948	35	ND
0001665160-22-001948	36	OH
0001665160-22-001948	37	OK
0001665160-22-001948	38	OR
0001665160-22-001948	39	PA
0001665160-22-001948	40	PR
0001665160-22-001948	41	RI
0001665160-22-001948	42	SC
0001665160-22-001948	43	SD
0001665160-22-001948	44	TN
0001665160-22-001948	45	TX
0001665160-22-001948	46	UT
0001665160-22-001948	47	VT
0001665160-22-001948	48	VA
0001665160-22-001948	49	WA
0001665160-22-001948	50	WV
0001665160-22-001948	51	WI
0001665160-22-001948	2	AK
0001665160-22-001947	46	UT
0001665160-22-001947	45	TX
0001665160-22-001947	48	VA
0001665160-22-001947	49	WA
0001665160-22-001947	50	WV
0001665160-22-001947	51	WI
0001665160-22-001947	52	WY
0001665160-22-001947	38	OR
0001665160-22-001947	39	PA
0001665160-22-001947	40	PR
0001665160-22-001947	41	RI
0001665160-22-001947	42	SC
0001665160-22-001947	1	AL
0001665160-22-001947	2	AK
0001665160-22-001947	3	AZ
0001665160-22-001947	4	AR
0001665160-22-001947	5	CA
0001665160-22-001947	6	CO
0001665160-22-001947	7	CT
0001665160-22-001947	8	DE
0001665160-22-001947	9	DC
0001665160-22-001947	10	FL
0001665160-22-001947	11	GA
0001665160-22-001947	12	HI
0001665160-22-001947	13	ID
0001665160-22-001947	14	IL
0001665160-22-001947	15	IN
0001665160-22-001947	16	IA
0001665160-22-001947	17	KS
0001665160-22-001947	18	KY
0001665160-22-001947	19	LA
0001665160-22-001947	20	ME
0001665160-22-001947	21	MD
0001665160-22-001947	22	MA
0001665160-22-001947	23	MI
0001665160-22-001947	24	MN
0001665160-22-001947	25	MS
0001665160-22-001947	26	MO
0001665160-22-001947	27	MT
0001665160-22-001947	28	NE
0001665160-22-001947	29	NV
0001665160-22-001947	30	NH
0001665160-22-001947	31	NJ
0001665160-22-001947	32	NM
0001665160-22-001947	33	NY
0001665160-22-001947	34	NC
0001665160-22-001947	35	ND
0001665160-22-001947	36	OH
0001665160-22-001947	37	OK
0001665160-22-001947	43	SD
0001665160-22-001947	44	TN
0001665160-22-001947	47	VT
0001665160-22-001945	22	MA
0001665160-22-001945	31	NJ
0001665160-22-001945	24	MN
0001665160-22-001945	25	MS
0001665160-22-001945	26	MO
0001665160-22-001945	27	MT
0001665160-22-001945	28	NE
0001665160-22-001945	29	NV
0001665160-22-001945	30	NH
0001665160-22-001945	32	NM
0001665160-22-001945	33	NY
0001665160-22-001945	34	NC
0001665160-22-001945	35	ND
0001665160-22-001945	36	OH
0001665160-22-001945	37	OK
0001665160-22-001945	38	OR
0001665160-22-001945	39	PA
0001665160-22-001945	40	PR
0001665160-22-001945	41	RI
0001665160-22-001945	42	SC
0001665160-22-001945	43	SD
0001665160-22-001945	44	TN
0001665160-22-001945	45	TX
0001665160-22-001945	46	UT
0001665160-22-001945	47	VT
0001665160-22-001945	48	VA
0001665160-22-001945	49	WA
0001665160-22-001945	50	WV
0001665160-22-001945	51	WI
0001665160-22-001945	52	WY
0001665160-22-001945	1	AL
0001665160-22-001945	2	AK
0001665160-22-001945	3	AZ
0001665160-22-001945	4	AR
0001665160-22-001945	5	CA
0001665160-22-001945	6	CO
0001665160-22-001945	7	CT
0001665160-22-001945	8	DE
0001665160-22-001945	9	DC
0001665160-22-001945	10	FL
0001665160-22-001945	11	GA
0001665160-22-001945	12	HI
0001665160-22-001945	13	ID
0001665160-22-001945	14	IL
0001665160-22-001945	15	IN
0001665160-22-001945	16	IA
0001665160-22-001945	17	KS
0001665160-22-001945	18	KY
0001665160-22-001945	19	LA
0001665160-22-001945	20	ME
0001665160-22-001945	21	MD
0001665160-22-001945	23	MI
0001885116-22-000001	36	OH
0001885116-22-000001	37	OK
0001885116-22-000001	38	OR
0001885116-22-000001	39	PA
0001885116-22-000001	40	PR
0001885116-22-000001	41	RI
0001885116-22-000001	42	SC
0001885116-22-000001	43	SD
0001885116-22-000001	44	TN
0001885116-22-000001	45	TX
0001885116-22-000001	46	UT
0001885116-22-000001	47	VT
0001885116-22-000001	1	AL
0001885116-22-000001	2	AK
0001885116-22-000001	3	AZ
0001885116-22-000001	4	AR
0001885116-22-000001	5	CA
0001885116-22-000001	6	CO
0001885116-22-000001	7	CT
0001885116-22-000001	8	DE
0001885116-22-000001	10	FL
0001885116-22-000001	11	GA
0001885116-22-000001	12	HI
0001885116-22-000001	13	ID
0001885116-22-000001	14	IL
0001885116-22-000001	15	IN
0001885116-22-000001	16	IA
0001885116-22-000001	17	KS
0001885116-22-000001	18	KY
0001885116-22-000001	19	LA
0001885116-22-000001	20	ME
0001885116-22-000001	21	MD
0001885116-22-000001	22	MA
0001885116-22-000001	23	MI
0001885116-22-000001	24	MN
0001885116-22-000001	25	MS
0001885116-22-000001	26	MO
0001885116-22-000001	27	MT
0001885116-22-000001	28	NE
0001885116-22-000001	29	NV
0001885116-22-000001	30	NH
0001885116-22-000001	31	NJ
0001885116-22-000001	32	NM
0001885116-22-000001	33	NY
0001885116-22-000001	34	NC
0001885116-22-000001	35	ND
0001885116-22-000001	48	VA
0001885116-22-000001	49	WA
0001885116-22-000001	50	WV
0001885116-22-000001	51	WI
0001885116-22-000001	52	WY
0001885116-22-000001	9	DC
0001665160-22-001944	1	AL
0001665160-22-001944	2	AK
0001665160-22-001944	3	AZ
0001665160-22-001944	4	AR
0001665160-22-001944	5	CA
0001665160-22-001944	6	CO
0001665160-22-001944	7	CT
0001665160-22-001944	8	DE
0001665160-22-001944	9	DC
0001665160-22-001944	10	FL
0001665160-22-001944	11	GA
0001665160-22-001944	12	HI
0001665160-22-001944	13	ID
0001665160-22-001944	14	IL
0001665160-22-001944	15	IN
0001665160-22-001944	16	IA
0001665160-22-001944	17	KS
0001665160-22-001944	18	KY
0001665160-22-001944	19	LA
0001665160-22-001944	20	ME
0001665160-22-001944	21	MD
0001665160-22-001944	22	MA
0001665160-22-001944	23	MI
0001665160-22-001944	24	MN
0001665160-22-001944	25	MS
0001665160-22-001944	26	MO
0001665160-22-001944	28	NE
0001665160-22-001944	29	NV
0001665160-22-001944	30	NH
0001665160-22-001944	31	NJ
0001665160-22-001944	32	NM
0001665160-22-001944	33	NY
0001665160-22-001944	34	NC
0001665160-22-001944	35	ND
0001665160-22-001944	36	OH
0001665160-22-001944	37	OK
0001665160-22-001944	38	OR
0001665160-22-001944	39	PA
0001665160-22-001944	40	PR
0001665160-22-001944	41	RI
0001665160-22-001944	42	SC
0001665160-22-001944	43	SD
0001665160-22-001944	44	TN
0001665160-22-001944	45	TX
0001665160-22-001944	46	UT
0001665160-22-001944	47	VT
0001665160-22-001944	48	VA
0001665160-22-001944	49	WA
0001665160-22-001944	50	WV
0001665160-22-001944	51	WI
0001665160-22-001944	52	WY
0001665160-22-001944	27	MT
0001665160-22-001943	1	AL
0001665160-22-001943	45	TX
0001665160-22-001943	10	FL
0001665160-22-001943	11	GA
0001665160-22-001943	12	HI
0001665160-22-001943	13	ID
0001665160-22-001943	14	IL
0001665160-22-001943	15	IN
0001665160-22-001943	16	IA
0001665160-22-001943	17	KS
0001665160-22-001943	18	KY
0001665160-22-001943	19	LA
0001665160-22-001943	20	ME
0001665160-22-001943	21	MD
0001665160-22-001943	22	MA
0001665160-22-001943	23	MI
0001665160-22-001943	24	MN
0001665160-22-001943	25	MS
0001665160-22-001943	26	MO
0001665160-22-001943	27	MT
0001665160-22-001943	28	NE
0001665160-22-001943	29	NV
0001665160-22-001943	30	NH
0001665160-22-001943	31	NJ
0001665160-22-001943	32	NM
0001665160-22-001943	33	NY
0001665160-22-001943	34	NC
0001665160-22-001943	35	ND
0001665160-22-001943	36	OH
0001665160-22-001943	37	OK
0001665160-22-001943	38	OR
0001665160-22-001943	46	UT
0001665160-22-001943	47	VT
0001665160-22-001943	48	VA
0001665160-22-001943	49	WA
0001665160-22-001943	50	WV
0001665160-22-001943	51	WI
0001665160-22-001943	52	WY
0001665160-22-001943	2	AK
0001665160-22-001943	3	AZ
0001665160-22-001943	4	AR
0001665160-22-001943	5	CA
0001665160-22-001943	6	CO
0001665160-22-001943	7	CT
0001665160-22-001943	8	DE
0001665160-22-001943	39	PA
0001665160-22-001943	40	PR
0001665160-22-001943	41	RI
0001665160-22-001943	42	SC
0001665160-22-001943	43	SD
0001665160-22-001943	44	TN
0001665160-22-001943	9	DC
0001665160-22-001941	1	AL
0001665160-22-001941	52	WY
0001665160-22-001941	3	AZ
0001665160-22-001941	4	AR
0001665160-22-001941	5	CA
0001665160-22-001941	6	CO
0001665160-22-001941	7	CT
0001665160-22-001941	8	DC
0001665160-22-001941	9	DE
0001665160-22-001941	10	FL
0001665160-22-001941	11	GA
0001665160-22-001941	12	HI
0001665160-22-001941	13	ID
0001665160-22-001941	14	IL
0001665160-22-001941	15	IN
0001665160-22-001941	16	IA
0001665160-22-001941	17	KS
0001665160-22-001941	18	KY
0001665160-22-001941	19	LA
0001665160-22-001941	20	ME
0001665160-22-001941	21	MD
0001665160-22-001941	22	MA
0001665160-22-001941	23	MI
0001665160-22-001941	24	MN
0001665160-22-001941	25	MS
